#ID	RA	DEC	ENV	CO10	UC_CO10	CO21	UC_CO21	CO32	UC_CO32	13CO10	UC_13CO10	13CO21	UC_13CO21	C18O10	UC_C18O10	SNR_TCO	C18O21	UC_C18O21	C17O10	UC_C17O10
634   87.8621771      34.71415764     2     15.99016683   0.1544915    13.48254392   0.2005732    3.29230077    0.12924811   1.83588569   0.11115984   0.75905512   0.21510594   0.40540441    0.097336     16.515728072296614   -0.01629195   0.22347745   0.29819118    0.11489745  
564   -47.1378069     11.31707892     3     13.29345436   0.15333678   12.19824679   0.21680431   3.15284395    0.11872658   1.75125551   0.10653522   1.13962114   0.18432833   0.28005548    0.10643656   16.438277501093065   0.04514349    0.19919263   0.1834437     0.10796616  
594   -53.8878138     23.01020725     2     17.31529997   0.15330659   14.74731779   0.21849082   5.84776088    0.15390589   1.84218705   0.11269823   0.98037119   0.18107743   0.35054225    0.10545124   16.346193280941502   0.24981868    0.20112729   0.09763061    0.1322072   
635   101.36217563    34.72084488     2     14.5280216    0.16150908   12.60165345   0.19663956   4.02102927    0.13336842   1.72772924   0.10669307   0.27842962   0.21808393   0.40423446    0.09537274   16.193453239277865   -0.0025577    0.22299807   0.36301755    0.14416525  
717   -26.8878431     69.76987061     2     15.36080516   0.11236971   12.22257544   0.24157999   4.84253033    0.13482177   1.56653853   0.09682383   0.7990498    0.20790783   0.29829491    0.10104583   16.179266302520777   0.28373779    0.18965578   0.03894671    0.11694132  
661   40.61217281     46.38960973     2     12.31859148   0.13891857   11.01929679   0.24968167   4.28339618    0.10327357   1.55794144   0.09656129   0.80897357   0.18973169   0.40240397    0.10720452   16.134223558943756   0.03339547    0.21427657   0.1702888     0.12528183  
289   -80.88775149    -93.89370733    2     15.22394637   0.13100696   12.8901661    0.18196558   5.63664563    0.10776901   1.46613676   0.09112468   0.89075054   0.177975     0.29976576    0.09362303   16.089348791128813   0.26534541    0.17449034   -0.04161888   0.11512134  
873   47.36213267     128.23056751    2     12.42812341   0.15232451   11.59613044   0.25225654   5.08479052    0.15491858   1.44790378   0.0904544    1.37526763   0.21209702   0.27337889    0.08465815   16.007002202214597   0.37755419    0.21583123   -0.08080211   0.10963827  
561   -87.63780437    11.33136619     2     16.84992883   0.12692476   13.28661395   0.18936596   3.50135779    0.11070662   1.69229683   0.10593927   0.72714745   0.1763814    0.22433214    0.10827775   15.974216454389389   0.17581535    0.18312497   0.11327439    0.11447731  
512   74.36220467     -12.05695076    2     15.06170189   0.19000604   12.38962086   0.25112144   3.9422582     0.18293876   1.56442274   0.09798585   0.66394137   0.22846094   0.28769921    0.10862328   15.965802613336518   -0.02182244   0.21444371   0.13863496    0.12230819  
563   -60.63780638    11.32088727     2     13.22265884   0.15749359   11.3466452    0.20278283   4.25992366    0.10012392   1.56464044   0.09842741   1.00008694   0.18953352   0.39121225    0.10140266   15.89638943054582    0.3253148     0.19960595   0.23881561    0.11608204  
631   47.36217914     34.69982104     3     9.98599662    0.13431928   9.2840187     0.22320113   3.4590892     0.09177406   1.5361721    0.09712629   0.50645923   0.18405491   0.28231131    0.09723098   15.816233689148426   -0.15321396   0.18347657   0.28684822    0.12502348  
258   -87.63774707    -105.58207564   2     11.3861312    0.22486507   10.22630774   0.20412161   4.10819092    0.12457902   1.36578453   0.08672837   0.73077075   0.18877392   0.2094562     0.10318267   15.747840412543209   0.2645155     0.19448115   0.01966711    0.11574757  
691   33.86216638     58.07963681     2     10.80103427   0.12331395   10.26386298   0.23830652   3.97361058    0.12327655   1.4806382    0.09509676   0.96538438   0.19192962   0.57735093    0.10457864   15.569807004991548   0.03373023    0.19749076   0.24852541    0.13211974  
605   94.61218254     23.0260376      2     16.51058801   0.17914371   13.38015222   0.22194827   3.5162357     0.17585933   1.83786884   0.11886112   0.45405132   0.22792555   0.37473567    0.10696165   15.462321405014524   0.15211723    0.24018292   0.14365463    0.1412085   
480   40.61221325     -23.75844955    2     13.69410756   0.16406005   12.30598234   0.24171311   4.57973299    0.12941988   1.70792768   0.11202748   0.96623894   0.22967287   0.20000376    0.10443185   15.245613665504214   0.27514292    0.20471544   0.08541437    0.11724808  
421   67.61222737     -47.13348989    2     10.68109901   0.13956419   9.60860471    0.23359386   4.22953753    0.11065393   1.3687644    0.0901633    0.78806073   0.1829716    0.34536298    0.108147     15.180948345945636   0.27428066    0.17881372   0.33920351    0.11383377  
602   54.11218544     23.01027068     3     7.89366841    0.14594228   8.03004054    0.20978397   2.5935678     0.14932625   1.43302248   0.09497761   0.40453817   0.18232161   0.19473033    0.09390227   15.088003162008393   0.18120934    0.20011724   0.25489311    0.12310892  
685   -47.13783617    58.08245215     2     14.75535092   0.19852056   13.04983816   0.20707106   4.62466697    0.11099803   1.46819556   0.09758502   1.08349944   0.18912761   0.42716321    0.09423648   15.045296501450736   -0.02316777   0.18192074   0.0852699     0.1261471   
541   54.11219883     -0.37241615     3     11.18413145   0.14279162   9.75529249    0.24723311   2.60236838    0.21206164   1.63106211   0.10857191   0.76623539   0.2342069    0.25728744    0.12662478   15.022873872256646   0.18793546    0.22047217   0.18763493    0.11975404  
815   74.36214547     104.85648759    2     15.4338807    0.14202437   13.26817626   0.28047704   6.19495759    0.15509193   1.64890468   0.11028259   0.82370529   0.21701717   0.32861391    0.10290727   14.951631803351734   0.09031603    0.21944993   0.34102716    0.12857177  
319   -87.63775628    -82.19938728    2     18.31292383   0.18417829   15.69724592   0.18963342   6.57479227    0.13898543   1.82182924   0.12229486   1.18786228   0.18155687   0.36585122    0.10464554   14.897022164300282   0.44693896    0.18804457   -0.12665533   0.11203679  
452   74.36221938     -35.43963842    2     15.15114617   0.15868484   12.90471102   0.21390284   5.53641082    0.17127039   1.67423352   0.11349407   1.00266554   0.20437834   0.26813219    0.10794778   14.751726852336867   -0.04799542   0.20946619   0.0715271     0.11396525  
872   33.86213037     128.22769562    2     16.02179618   0.14654152   13.77674898   0.25040552   5.58346854    0.15218063   1.47342199   0.10029632   1.16695479   0.21209171   0.40143182    0.09751091   14.690688451979097   0.17208644    0.21164714   -0.10051744   0.11520583  
261   -47.13774436    -105.59635417   2     12.80256738   0.10419506   9.53664904    0.17286041   3.25907637    0.12715308   1.29615083   0.0894615    0.343346     0.15149123   0.25883621    0.08415723   14.488364603768101   -0.04188003   0.17139434   -0.06228469   0.09656169  
843   40.61213705     116.53766902    2     13.66603716   0.16956162   11.66471915   0.22598918   4.64329761    0.16132154   1.3247204    0.09198044   1.026151     0.19779313   0.48090013    0.09072619   14.402196814888034   0.31905521    0.22059514   0.13553666    0.10470255  
510   47.36220602     -12.0655522     2     11.77206618   0.15105061   10.98490835   0.24867724   3.03585635    0.16711134   1.56433051   0.10899854   0.97509591   0.21023893   0.35865199    0.10644401   14.351848290811969   0.09610899    0.22617369   0.07934958    0.12046914  
482   67.61221233     -23.75080253    2     17.91647609   0.15822085   14.84450175   0.2479116    5.28819912    0.16830343   1.78022835   0.12431263   0.89549363   0.21411547   0.253362      0.11162883   14.320575069484091   -0.11876413   0.20335867   0.01354701    0.1176679   
320   -74.13775642    -82.20510097    2     15.60618229   0.12691328   12.46459439   0.20070059   5.47032532    0.12559727   1.44940176   0.10132724   0.79058856   0.19121534   0.29903628    0.10054759   14.304166974250952   0.26385774    0.18402659   -0.01596431   0.10540398  
288   -94.38775147    -93.88751721    2     12.58262313   0.14524039   11.61914836   0.20527228   4.01555695    0.1529393    1.32857598   0.09324892   0.72338255   0.18843475   0.07415268    0.0968178    14.247628605242829   0.34012619    0.16381159   -0.18341964   0.118199    
483   81.11221139     -23.74554818    2     10.80827577   0.19153775   9.62126132    0.23178587   4.11441771    0.24302267   1.50511946   0.10601663   0.72854932   0.20091322   0.20158752    0.10261246   14.197012864868464   -0.04182177   0.19210192   0.04763449    0.11654856  
260   -60.63774559    -105.59254815   2     14.97288971   0.12251884   11.31941833   0.18438879   3.76170307    0.13306984   1.37280568   0.09696197   0.45566757   0.16282874   0.35481504    0.09723197   14.158186761263204   -0.00284495   0.16528277   -0.02879318   0.11273974  
481   54.11221292     -23.75510299    2     16.25334154   0.16053521   13.6329032    0.26473654   3.10978561    0.18496281   1.74753659   0.12364646   0.57892819   0.23785683   0.02268657    0.09796599   14.133332972088324   0.04740134    0.23361731   0.22260996    0.13994689  
542   67.61219814     -0.36811517     2     14.28310349   0.15672553   11.37316494   0.23356977   2.5031911     0.13849182   1.58502663   0.11217912   0.35911909   0.21198021   0.00323205    0.11498278   14.129426492202828   -0.11861694   0.23389158   0.05361401    0.14281671  
653   -67.38782822    46.39718027     2     12.1347003    0.12746816   10.88454012   0.19594824   3.68654992    0.10469807   1.34414236   0.09581003   0.76137979   0.15662998   0.33146663    0.09925316   14.029244746087647   0.2510102     0.15135269   0.09614204    0.10192104  
622   -74.13782023    34.70833736     2     14.97433097   0.11857604   12.34044588   0.22558192   4.21100273    0.11754543   1.46730783   0.10493763   0.70337095   0.17314738   0.11412838    0.09823576   13.982665989311936   0.51628474    0.1780779    0.09175095    0.11858272  
443   -47.13778006    -35.44829432    2     10.54152498   0.1576799    11.00572551   0.21398885   2.53016151    0.15911418   1.38521752   0.09969708   0.74773652   0.17492821   0.11315283    0.09547781   13.89426370361098    0.22957307    0.18493769   0.26228426    0.10510841  
383   -33.63776731    -58.83383417    2     9.86948509    0.14499906   9.63278371    0.18943508   2.51482977    0.16354374   1.28752076   0.0928864    0.96918509   0.16746505   0.23792223    0.09851271   13.861240827505428   -0.06019583   0.17676762   -0.05074078   0.11310636  
666   108.11216905    46.41589114     2     13.5306927    0.13283776   12.6181092    0.25211443   4.34918961    0.11531912   1.49147165   0.10790282   0.80269569   0.22258869   0.43898908    0.09937493   13.822360249713586   -0.16111594   0.2413518    0.14968735    0.12850883  
513   87.86220348     -12.0512191     2     8.68091008    0.18028984   7.51015997    0.22423235   2.31969364    0.20403027   1.33766301   0.09799292   0.40541322   0.1989965    0.15250487    0.09837048   13.650608737855755   0.27355659    0.19198107   0.18018041    0.13438363  
290   -67.38775111    -93.8989439     2     14.64611408   0.15269751   11.13525601   0.19130667   4.31358166    0.1374162    1.34549586   0.09961072   0.40965531   0.16272124   0.18422047    0.09802142   13.5075407546497     0.13455117    0.18008822   0.08045665    0.11922406  
903   40.61212617     139.92035545    2     13.21357642   0.16556504   11.72750356   0.292292     5.04122059    0.161439     1.54027684   0.11427145   1.33186965   0.23743584   0.30166873    0.09858316   13.479104710756712   0.19046097    0.22329499   0.07098145    0.11451276  
390   60.86223533     -58.82710262    2     9.43814495    0.12257384   8.41923123    0.25026939   3.97294172    0.15018688   1.3097551    0.09842968   0.42331984   0.18974311   0.22501661    0.09691937   13.306505720632233   0.04813275    0.162035     0.33257512    0.10028311  
573   74.36219092     11.32573691     2     14.82695475   0.17826004   10.98108616   0.23688433   1.62734913    0.2031958    1.47634839   0.11103115   0.28151688   0.22850615   0.11528288    0.10663172   13.296704483381466   -0.28576672   0.24085334   0.05586571    0.12740223  
532   -67.38779905    -0.36819446     2     13.088908     0.13692824   11.17043987   0.20609001   3.38416559    0.12943007   1.4365448    0.10823445   0.86529927   0.20566247   0.2491974     0.09698162   13.272528293902727   0.42501748    0.18491399   0.02726028    0.12534001  
724   67.61216081     69.77994692     2     13.90850886   0.14982062   12.84946261   0.24396015   4.10055822    0.10949368   1.48909204   0.11219713   0.83003863   0.20064759   0.28256278    0.09938575   13.272104553833062   0.19409961    0.19398458   0.09530342    0.1331225   
727   108.11215876    69.79858078     2     9.68021689    0.15796554   8.87001955    0.25949208   3.61049454    0.14050135   1.36670006   0.10314072   1.01434326   0.18976723   0.1886264     0.09019837   13.250829158454586   0.13430784    0.20100889   0.06088403    0.12727391  
533   -53.88779973    -0.37247958     3     9.55978958    0.18206395   9.77076863    0.23608835   2.23286708    0.13979743   1.44837814   0.10945014   0.68722512   0.19750861   0.36943996    0.11400654   13.233223274086264   0.25612834    0.20337806   0.06900594    0.1339708   
753   60.8621552      81.46901989     2     15.61152133   0.13144601   13.37358303   0.27506982   4.06691561    0.12851302   1.53446743   0.11599573   0.65978387   0.23472793   0.21547479    0.1107418    13.228654451331959   0.18187356    0.24773094   0.11902248    0.13303334  
500   -87.63779065    -12.05132218    2     12.53552082   0.19504976   10.96855806   0.21934954   2.80014595    0.18087015   1.20749107   0.09160599   0.43643024   0.17532522   -0.02050294   0.09732848   13.181354952880266   0.31753214    0.1842648    0.0265197     0.11823893  
844   54.11213878     116.54101803    2     12.190982     0.19801634   11.42305026   0.27479173   4.48224634    0.14055733   1.24490806   0.09451479   1.19490816   0.20786124   0.29816085    0.08555568   13.171568809495318   0.19822124    0.23157608   0.13877939    0.1204323   
592   -80.88781226    23.01973269     2     14.95070006   0.1330064    11.81664132   0.18740885   3.02342315    0.14020973   1.323812     0.10051731   0.52504061   0.19242299   0.14168732    0.09766339   13.16999032305978    0.35892921    0.18646548   0.20573807    0.14324881  
232   -40.38773803    -117.28924283   2     14.98179466   0.17139656   11.40903651   0.20176537   4.29709256    0.15552403   1.36249535   0.1037554    0.82002163   0.16692416   0.05712426    0.09824759   13.13180181465254    -0.29620161   0.1863419    -0.06836397   0.12627285  
379   -87.63776661    -58.81669891    2     11.62030639   0.18640903   9.19622221    0.18148243   2.99479183    0.13026357   1.26738537   0.09820974   0.46740901   0.16267504   0.38216785    0.1009884    12.904884688626606   0.13541166    0.17567345   -0.13129153   0.11226024  
572   60.86219175     11.32095863     3     9.57838078    0.18119505   7.72173778    0.25262643   1.22064375    0.16394404   1.22132877   0.09486213   0.11622134   0.20547771   0.03422757    0.09500883   12.87477700532341    -0.1209877    0.21265982   -0.10614271   0.13516377  
664   81.1121717      46.40251584     2     15.32667787   0.14046625   13.01551986   0.23943274   3.30319032    0.1688527    1.49673536   0.11681161   0.95324797   0.21317455   0.46683001    0.10411134   12.813241423519461   -0.1983262    0.22142816   0.24552008    0.10445367  
842   27.11213511     116.5352746     2     12.84786273   0.1477135    11.10159451   0.25244588   3.87826008    0.12385813   1.22060461   0.09552567   0.85105118   0.20829205   0.2150181     0.0932509    12.77776549486646    -0.03890738   0.21941059   -0.12553573   0.11696388  
722   40.61216037     69.77229616     3     8.07860059    0.10455063   6.76064774    0.21795515   2.45508798    0.13705175   1.00112222   0.07894781   0.65353324   0.16018155   0.19399456    0.08904673   12.680810525333131   -0.21738171   0.18068711   0.0716863     0.1084028   
353   -40.38776131    -70.52386998    3     6.73982808    0.09982039   6.62830926    0.17612792   1.84592158    0.132517     0.97208684   0.07678571   0.68200626   0.15503756   0.21501085    0.08148199   12.659736297287608   -0.03714999   0.14484522   -0.08748596   0.09182457  
697   114.86216285    58.11117643     2     10.77191206   0.14977458   10.19250482   0.26870481   3.368085      0.12408574   1.33747123   0.10727809   1.10418262   0.22815339   0.35674715    0.09493252   12.467328883278961   -0.26250294   0.21430471   0.01337137    0.13047134  
871   20.3621279      128.22577838    2     14.64423018   0.16886855   12.81370009   0.28866099   4.03320353    0.19047059   1.32091054   0.10636947   0.92229583   0.22828848   0.17978895    0.10634742   12.418135955739933   -0.15352327   0.25051887   -0.14984843   0.13592936  
716   -40.38784366    69.77224859     2     12.318188     0.16152616   10.63119231   0.24103195   3.63394424    0.12890993   1.26865466   0.10271239   0.82024639   0.19088659   0.17767138    0.09581531   12.351525069176171   0.08263684    0.1823027    0.03723699    0.13195008  
575   101.36218809    11.33815569     2     11.59567516   0.14768643   9.01809498    0.24884172   3.14633807    0.16154576   1.43796284   0.11697439   0.31559579   0.21884149   0.26962625    0.10884905   12.292971478628784   0.22391084    0.22731702   -0.04835511   0.13027753  
721   27.11215981     69.76990232     3     10.27971074   0.1470487    8.76192844    0.20497911   3.39694421    0.1192011    1.23532081   0.10069695   0.741474     0.18951817   0.29269168    0.10908913   12.26770830695468    -0.19835172   0.18794059   -0.05424121   0.10513377  
604   81.11218389     23.01982783     2     15.11467797   0.18364468   12.05329247   0.25664931   1.78633507    0.24399394   1.52327917   0.12473007   0.49008764   0.2041153    0.39901739    0.12318622   12.212605749359396   -0.04883152   0.2541136    -0.00216436   0.14084291  
694   74.36216629     58.09111225     2     12.81885567   0.18043334   11.89794278   0.22325723   3.22846633    0.12416675   1.17662759   0.09647159   0.82323522   0.22098966   0.46372382    0.10357978   12.196622757021006   -0.12892652   0.19221832   0.06832511    0.12780231  
202   -33.63773134    -128.98189297   2     14.54389727   0.18583078   10.80257786   0.21287238   4.20296592    0.13927727   1.17567417   0.09659404   0.86288003   0.17895028   0.0486441     0.0890038    12.171291003047392   -0.04980712   0.19399449   -0.1454211    0.13064475  
409   -94.38777161    -47.12213969    2     7.61503434    0.12994189   6.73784768    0.16395335   1.5187709     0.1487621    0.97952787   0.0813132    0.48409866   0.14950435   0.14296474    0.09232487   12.046357417983796   0.06234727    0.14559805   -0.07900648   0.11123413  
841   13.61213303     116.53383477    2     11.56634236   0.13803315   10.50522058   0.22879352   3.14928426    0.1467106    1.18087551   0.09806457   0.8130589    0.21799477   0.17124725    0.094081     12.041816019791856   -0.20165675   0.21616564   -0.05990097   0.10465408  
511   60.8622055      -12.06172845    2     13.69042295   0.1183134    11.37048123   0.25161043   2.50755853    0.16834503   1.3723411    0.11453879   0.51722322   0.21521928   0.07036435    0.10768257   11.9814527462705     -0.23265476   0.22802711   0.11058566    0.12006831  
378   -101.13776551   -58.8100308     2     7.73853973    0.11970123   7.62457873    0.1618167    1.80702582    0.1679382    1.02541843   0.0857724    0.49704325   0.13293555   0.17459131    0.08217901   11.9551094524579     0.19215615    0.15191239   0.17889475    0.10809537  
354   -26.88776073    -70.52624621    2     7.83500704    0.12194466   9.00863319    0.19668447   2.96853432    0.16219552   1.14886531   0.09627798   0.74793106   0.16919109   0.30591921    0.09439428   11.9327940823021     -0.10532211   0.17175877   -0.08503749   0.11530003  
201   -47.13773367    -128.97904078   2     12.78998087   0.12029055   10.55096481   0.18379574   3.7862288     0.12114086   1.11950633   0.09595944   0.57082668   0.1447358    0.13329561    0.08495526   11.6664533473726     -0.22563837   0.17560003   -0.10428167   0.09823902  
814   60.86214457     104.85170697    2     15.92467684   0.17853157   13.60712614   0.22519689   4.9366111     0.15231663   1.30520337   0.11235808   1.1971207    0.21354472   0.13631625    0.10397633   11.61646202925504    0.09875226    0.20927068   0.23771904    0.11935013  
632   60.86217879     34.70364571     3     6.297184      0.15470016   6.55637578    0.21469382   1.6978823     0.10859815   1.03741168   0.08963378   0.29271622   0.18573009   0.07645138    0.08377662   11.573891896559534   -0.01591064   0.19627168   0.06212943    0.09475911  
756   101.36215463    81.48622326     2     9.11727504    0.14976749   8.19079892    0.27162782   3.75630106    0.09969974   1.31992306   0.11442005   0.5050707    0.22213362   0.29097977    0.11423051   11.535767201639922   0.28185793    0.23744974   0.03473555    0.14646003  
259   -74.13774652    -105.58778864   2     12.55793929   0.15143849   10.91060383   0.20509668   4.21645394    0.11883035   1.27682157   0.11094643   0.68975936   0.18935448   0.14921021    0.09960857   11.508451150703994   0.11793273    0.19086218   0.08328882    0.13088734  
348   -107.88775982   -70.49768391    2     9.05915836    0.09737358   8.20426137    0.18886709   1.76607307    0.17401642   1.08842549   0.09463404   0.34813151   0.16667944   0.14884748    0.10545472   11.501416297983264   0.26430408    0.17591648   0.16161473    0.12494078  
231   -53.88773979    -117.28591376   2     14.829106     0.11377881   11.94512185   0.18555672   4.05350834    0.15588861   1.24318391   0.10914172   0.53100389   0.15765505   0.25758684    0.10104438   11.390547171145919   -0.03253937   0.18122933   -0.06813054   0.12150012  
530   -94.3877966     -0.35676217     2     12.18943923   0.14266543   10.39323901   0.19366494   3.08432484    0.11488327   1.17666907   0.10427277   0.76900476   0.16644114   0.25103373    0.10225557   11.284528741300342   0.14370899    0.16668904   -0.0226527    0.10694838  
684   -60.63783617    58.08626144     2     8.66912307    0.17022211   7.90406569    0.18245152   2.52467665    0.11025205   1.0216231    0.09096798   0.5942516    0.15543986   0.29723779    0.08638596   11.230579155434691   0.17394167    0.16459043   0.02772967    0.11721409  
351   -67.38776179    -70.51625654    3     10.45100837   0.15280266   8.0875598     0.21225472   2.87252717    0.14842593   1.12464204   0.10014843   0.52748205   0.17796659   0.24260083    0.0869864    11.229752078989156   0.25589409    0.17611749   0.21546648    0.11516712  
636   114.86217366    34.72848631     2     8.85199074    0.13289595   8.40762046    0.19871963   2.87294204    0.12861923   1.09754729   0.09882043   0.33880468   0.1711351    0.28785948    0.10178856   11.106481625307643   -0.32257336   0.20629552   0.21085137    0.12310521  
807   -33.63786643    104.8449697     2     11.89901383   0.17443371   10.48198094   0.24925433   3.10863286    0.15657569   1.20869253   0.10908263   0.7003864    0.19105025   0.21463824    0.10003903   11.080522444315836   -0.13468635   0.20453115   0.29701513    0.12015575  
233   -26.88773605    -117.29161848   2     11.72951774   0.11727982   8.5930539     0.20624389   3.68163607    0.1214287    1.01101463   0.09148569   0.78543218   0.15616561   0.01627564    0.08748906   11.05106853323181    0.0353196     0.16778264   0.05921076    0.12161769  
501   -74.13779184    -12.05703797    2     11.33087304   0.15180367   10.17290995   0.20540154   2.1059425     0.18739237   1.0690163    0.09708705   0.34567975   0.18569616   0.14701525    0.10433731   11.010905161913973   0.39273663    0.18345958   -0.08699404   0.12173025  
484   94.61221005     -23.73933993    2     5.37149525    0.14790579   4.70026405    0.19077678   1.66747922    0.20363715   0.9942962    0.09096008   0.40931614   0.18032341   0.08676251    0.08343205   10.931127149404443   0.08628124    0.18887882   0.22818837    0.11501357  
874   60.86213473     128.23439406    2     9.77266842    0.17757766   10.31432408   0.28532915   4.35663432    0.15700813   1.24817633   0.11450527   1.00597879   0.24662145   0.01537646    0.10359166   10.900601605498156   0.11708438    0.23264492   -0.00139946   0.12543859  
806   -47.13786787    104.84782539    2     11.43970038   0.12774826   10.20484072   0.22556299   2.93808682    0.14965922   1.06829065   0.09814651   0.74284648   0.18639582   0.25878225    0.08880672   10.884652444595329   -0.2695781    0.18515699   0.23863157    0.1322803   
786   94.61215039     93.1741039      2     7.72284729    0.14859517   7.22730849    0.25591491   3.71293523    0.08549102   1.16447424   0.10709133   0.46989619   0.21777315   0.26754685    0.11357723   10.873655598450409   -0.13316585   0.20076486   0.06303012    0.13446888  
514   101.36220184    -12.0445335     3     4.76133953    0.12720357   4.02444326    0.21343424   1.08618455    0.13879401   0.88312153   0.08157819   0.37768953   0.1845553    5.622E-4      0.08902814   10.82546119250746    0.4267533     0.20251083   0.05654858    0.10107285  
318   -101.1377557    -82.19271998    2     10.31678091   0.16834425   10.09839604   0.2005483    2.80729002    0.16553132   1.07700619   0.09949573   0.65600395   0.16619062   0.03723793    0.10249889   10.82464734918775    0.48649271    0.16073721   -0.1706986    0.09778521  
870   6.86212533      128.22481579    2     10.78318748   0.16302292   10.14108875   0.28149919   2.98473507    0.18050628   1.1449156    0.10602543   0.79852884   0.22889524   0.20361832    0.09733461   10.798499944777399   -0.08511607   0.22205919   0.02745121    0.12261746  
352   -53.88776169    -70.52054009    3     6.95383759    0.14429005   5.900872      0.18593568   2.00015139    0.11686363   0.86916455   0.08049082   0.44797661   0.13823831   0.23176331    0.08412739   10.798306564649236   0.03602026    0.15667032   0.25731991    0.09658411  
869   -6.63787728     128.22480786    2     9.2092685     0.1533127    8.71137064    0.25373069   2.72445544    0.14172972   1.07582248   0.09974824   0.6907851    0.21192112   0.0517855     0.09035944   10.785378067823553   -0.1518375    0.21386906   -0.04292451   0.11183611  
748   -6.63784903     81.45943603     3     7.0455165     0.14457667   6.4350568     0.19505162   2.1019032     0.13948892   1.03674117   0.09665335   0.70126841   0.18984518   0.1462304     0.0949747    10.7263863073551     -0.06735379   0.20040064   -0.10637295   0.10786179  
203   -20.13772883    -128.98379178   2     11.19871969   0.14711744   8.54554345    0.21213042   3.50544802    0.13512886   1.01313092   0.09449033   0.84392093   0.18190137   0.03430858    0.09114179   10.722059283738348   0.14672439    0.1688487    -0.05772589   0.12176223  
902   27.11212328     139.91796073    2     13.9371523    0.12943226   12.98956494   0.28371687   4.25907752    0.16312032   1.40958744   0.1314945    0.90684648   0.22941881   0.22341991    0.11266738   10.719744476004701   -0.08599021   0.23456493   -0.10887484   0.12929913  
321   -60.63775619    -82.20986106    3     10.30422059   0.12914575   7.8530026     0.20019361   2.8428056     0.1398683    1.02850198   0.09603108   0.40704746   0.16152332   0.26520919    0.08951083   10.710094898443295   0.03802706    0.15572294   0.3700565     0.10176321  
752   47.36215469     81.46519427     3     8.53195781    0.1239544    7.59816216    0.219362     2.09940204    0.09978541   0.96492441   0.09159891   0.74399691   0.18471698   0.13306006    0.09408878   10.534234632268003   -0.11290683   0.18724894   -0.00992784   0.11626367  
360   54.11224319     -70.52047666    2     6.96864751    0.16603651   7.34677186    0.24565201   3.43285959    0.15666173   1.08057127   0.10317583   0.37360881   0.20474849   0.04373427    0.10307443   10.473104699036588   -0.19696904   0.19244581   -0.02133239   0.11275138  
845   67.61214025     116.54532165    2     10.03537123   0.18281967   10.54038913   0.28607014   4.41161086    0.19641393   1.29917004   0.1240581    0.76461631   0.24741065   0.15375255    0.09667632   10.472270976260315   0.21276455    0.2175819    0.22613261    0.11200327  
747   -20.13785005    81.46038252     3     7.77962589    0.12539277   6.97650636    0.22439888   2.29584073    0.14002169   1.04532778   0.09990341   0.43287968   0.21161178   0.19338329    0.10689687   10.463384382975518   -0.1201704    0.19996325   0.11814888    0.1196385   
932   33.86211923     151.61038188    2     10.03226537   0.13631905   9.47166283    0.27211432   3.24841588    0.13324069   1.21498334   0.11668036   0.68833146   0.22162984   0.12862407    0.11124797   10.412920734903459   -0.03030661   0.2217353    0.14768451    0.1320427   
813   47.36214338     104.84788089    2     11.4403464    0.10675758   10.10648985   0.24047297   3.08745233    0.11638431   1.08533331   0.10471897   1.02112431   0.18570262   0.30668868    0.09715124   10.364247375618763   0.06645484    0.21224572   0.02828705    0.10899321  
904   54.11212886     139.92370487    2     9.73364405    0.18464741   9.42789055    0.29281803   4.19423355    0.17456692   1.15249472   0.11178618   1.19459818   0.22503685   -0.06740953   0.09946402   10.309813968059379   0.223691      0.22946353   0.03984615    0.12331695  
812   33.86214194     104.84500935    2     8.23704545    0.11917839   7.14941838    0.2241832    2.54007149    0.13667487   1.04735539   0.10177496   0.44357693   0.17839137   0.21386591    0.0991361    10.290894636558935   -0.16059151   0.18908096   0.00262424    0.09662432  
292   -40.38774941    -93.90655641    3     6.83233027    0.1529422    5.81405061    0.19687348   1.63501749    0.1177293    0.89780415   0.08761878   0.35262256   0.16156712   0.21681214    0.10025193   10.246709095926697   -0.31871712   0.16647498   0.00613957    0.10365361  
291   -53.88775039    -93.90322693    2     11.71975697   0.13997106   8.70607963    0.18649005   2.97830831    0.1325026    1.06658639   0.10424971   0.06035083   0.17616151   0.26751216    0.09358082   10.231072968932      0.11562218    0.1843877    0.09198717    0.1167264   
212   101.36229013    -128.95797941   2     5.8345243     0.14331277   4.8002399     0.21208784   1.73289126    0.10207188   0.96736235   0.09510451   0.7168175    0.19573722   0.15076429    0.09730554   10.171571779298374   0.0491814     0.16000042   0.01872217    0.11929745  
380   -74.13776727    -58.82241331    3     9.55828313    0.13542023   7.85574074    0.17275482   2.40077524    0.13815051   0.92992553   0.09171745   0.50402764   0.16288423   0.28273146    0.08995841   10.139025125534998   0.29854579    0.15609341   -0.1954452    0.11681211  
408   -107.88777006   -47.11499428    2     7.14620531    0.10979412   6.56067879    0.1664721    1.31411811    0.15531368   0.90860542   0.08991359   0.48535215   0.1453438    0.0365454     0.08400869   10.10531800587653    0.0577879     0.16805941   0.02321053    0.10637068  
603   67.61218483     23.01457219     3     8.30190075    0.18168614   7.35624683    0.2175795    1.30973181    0.17901378   0.98691643   0.09797782   0.21719478   0.20136009   0.17168975    0.10433368   10.072855570781224   -0.26861862   0.21891098   -0.03523483   0.11478094  
